urun_id,urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
212,69.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,64.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1495700.0,12.0,512.0,8.35,190.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
213,58.0,6.78,AMOLED,FHD+,120.0,5800.0,Var,35.0,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,520.1,12.0,256.0,7.98,185.0,,Var,Var,Var,Var,Var,5.1,Var,Android,Yok
214,63.0,6.78,AMOLED,FHD+,144.0,5000.0,Var,68.0,Yok,108.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,6.0,774.7,8.0,256.0,7.9,185.0,Cam,Var,Var,Var,Var,Var,,Var,Android,Var
215,60.0,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,48.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560.1,8.0,128.0,8.2,199.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
216,52.0,6.43,AMOLED,FHD+,90.0,5000.0,Var,33.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,12.0,398.2,8.0,256.0,8.09,176.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.2,Yok,Android,Var
217,52.0,6.67,IPS LCD,FHD+,120.0,5160.0,Var,33.0,Yok,64.0,Yok,2160p (Ultra HD) 4K,30.0,20.0,8.0,8.0,403.8,6.0,128.0,9.4,215.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.1,Var,Android,Var
218,46.0,6.53,IPS LCD,FHD+,60.0,4500.0,Var,18.0,Yok,64.0,Yok,2160p (Ultra HD) 4K,30.0,20.0,8.0,12.0,439.2,6.0,128.0,8.8,199.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
220,61.0,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,48.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560.1,8.0,256.0,8.2,199.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
221,52.0,4.7,IPS LCD,HD+,60.0,2018.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,5.0,1354000.0,4.0,128.0,7.3,144.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
222,85.0,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,Var,25.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,2123500.0,16.0,1.0,8.9,215.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
224,58.0,6.78,AMOLED,FHD+,120.0,5200.0,Var,45.0,Yok,50.0,Var,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432.4,8.0,256.0,7.34,177.0,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
225,49.0,6.72,IPS LCD,FHD+,90.0,5828.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,279.1,8.0,128.0,7.99,196.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
226,85.0,6.78,OLED,FHD+,120.0,6500.0,Var,120.0,Yok,50.0,Var,4320p (Ultra HD) 8K,24.0,16.0,8.0,3.0,2802400.0,12.0,512.0,8.55,222.8,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
227,84.0,6.67,AMOLED,FHD+,144.0,5000.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,1.0,8.39,209.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
229,63.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,120.0,Yok,108.0,Yok,4320p (Ultra HD) 8K,30.0,16.0,8.0,5.0,905.6,8.0,256.0,8.8,204.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
231,83.0,6.83,AMOLED,FHD+,120.0,6200.0,Var,80.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1581700.0,12.0,512.0,7.58,201.0,,Var,Var,Var,Var,Var,5.4,Var,Android,Var
232,52.0,6.7,Super AMOLED,FHD+,90.0,5000.0,Var,25.0,Yok,50.0,Yok,1080p (Full HD),30.0,13.0,8.0,5.0,435.9,8.0,256.0,7.9,200.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Var
234,88.0,6.73,AMOLED,QHD+,120.0,5000.0,Var,90.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2114700.0,16.0,512.0,9.2,219.8,Cam | Kauçuk/Plastik (Deri Görünümlü),Var,Var,Var,Var,Var,5.4,Var,Android,Var
235,73.0,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,Var,45.0,Var,108.0,Var,4320p (Ultra HD) 8K,24.0,40.0,8.0,4.0,1055000.0,8.0,128.0,8.9,228.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
236,57.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,6.0,,8.0,256.0,8.12,205.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.1,Var,Android,Var
237,72.0,6.7,OLED,FHD+,120.0,4352.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1438500.0,6.0,128.0,7.65,240.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
238,63.0,6.5,Super AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,802.9,6.0,128.0,8.4,190.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
239,47.0,6.4,Super AMOLED,FHD+,90.0,5000.0,Var,15.0,Yok,64.0,Yok,1080p (Full HD),30.0,20.0,8.0,12.0,,6.0,128.0,8.4,184.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
240,66.0,6.2,Dynamic AMOLED,FHD+,120.0,4000.0,Var,25.0,Var,12.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,5.0,1007700.0,8.0,128.0,7.9,171.0,Plastik,Var,Var,Var,Var,Var,5.0,Var,Android,Var
241,53.0,6.1,IPS LCD,HD+,60.0,3110.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,950.7,4.0,128.0,8.3,194.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
242,11.0,4.0,Super AMOLED,SD,60.0,1500.0,Yok,,Yok,5.0,Yok,720p (HD),30.0,0.3,2.0,45.0,,1.0,8.0,9.9,120.0,,Yok,Yok,Yok,Var,Var,4.0,Yok,Android,Yok
245,60.0,6.67,AMOLED,FHD+,120.0,5110.0,Var,45.0,Yok,50.0,Var,1080p (Full HD),30.0,20.0,8.0,6.0,475.5,12.0,256.0,7.99,190.0,,Var,Var,Var,Var,Var,5.3,Var,Android,Var
246,89.0,6.9,OLED,FHD+,120.0,4685.0,Var,30.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1949200.0,8.0,512.0,8.25,227.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
247,53.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,108.0,Yok,1080p (Full HD),30.0,16.0,8.0,12.0,388.5,8.0,128.0,8.12,202.0,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
250,71.0,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,Var,25.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,10.0,10.0,4.0,1355800.0,8.0,256.0,6.9,187.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
251,69.0,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,Var,25.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,10.0,10.0,4.0,1355800.0,8.0,128.0,6.9,187.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
254,62.0,6.78,AMOLED,FHD+,120.0,6600.0,Var,66.0,Yok,108.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,581.4,8.0,256.0,7.98,189.0,,Var,Var,Var,Var,Var,5.1,Var,Android,Var
256,51.0,6.72,IPS LCD,FHD+,90.0,5828.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,279.1,8.0,256.0,7.99,196.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
257,75.0,6.78,AMOLED,FHD+,120.0,5500.0,Var,100.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,16.0,8.0,4.0,1515100.0,16.0,256.0,8.8,207.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
258,47.0,6.8,IPS LCD,FHD+,90.0,5000.0,Var,18.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,32.0,8.0,12.0,,8.0,256.0,8.46,208.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
259,60.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,120.0,Yok,200.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,538.4,8.0,256.0,8.98,210.5,,Var,Var,Var,Var,Var,5.2,Var,Android,Var
260,61.0,6.7,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,108.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,,8.0,128.0,7.6,181.0,,Var,Var,Var,Var,Var,5.0,Var,Android,Var
261,72.0,6.73,AMOLED,QHD+,120.0,4600.0,Var,120.0,Var,50.0,Var,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1119400.0,12.0,256.0,8.16,205.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
262,63.0,5.4,OLED,FHD+,60.0,2425.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1289300.0,4.0,128.0,7.65,141.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
263,66.0,6.1,OLED,FHD+,60.0,3227.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1550800.0,4.0,256.0,7.65,174.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
265,57.0,6.5,Super AMOLED,FHD+,90.0,4500.0,Var,25.0,Yok,64.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,8.0,,8.0,128.0,8.4,189.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
266,50.0,6.43,AMOLED,FHD+,60.0,5000.0,Var,33.0,Yok,64.0,Yok,2160p (Ultra HD) 4K,30.0,13.0,8.0,12.0,423.1,6.0,128.0,8.29,178.8,Plastik,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
267,78.0,6.83,AMOLED,FHD+,120.0,6500.0,Var,90.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,2024800.0,12.0,512.0,8.2,215.7,Cam,Var,Var,Var,Var,Var,6.0,Var,Android,Var
271,76.0,6.67,AMOLED,FHD+,120.0,6000.0,Var,90.0,Yok,50.0,Var,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1649900.0,12.0,512.0,8.29,195.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,6.0,Var,Android,Var
273,61.0,6.9,AMOLED,FHD+,120.0,4720.0,Var,70.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,764.1,8.0,256.0,7.64,196.0,,Var,Var,Var,Var,Var,5.3,Var,Android,Yok
274,58.0,6.95,IPS LCD,FHD+,144.0,5000.0,Var,33.0,Yok,100.0,Yok,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,1019600.0,12.0,256.0,8.0,230.0,Metal,Var,Var,Var,Var,Var,5.2,Var,Android,Yok
275,87.0,6.3,OLED,FHD+,120.0,3582.0,Var,25.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1853700.0,8.0,512.0,8.25,199.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
276,54.0,6.5,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,480.8,6.0,128.0,8.3,197.0,Plastik (Cam Görünümlü),Var,Var,Var,Var,Var,5.3,Var,Android,Yok
277,73.0,6.7,OLED,FHD+,60.0,4383.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1417400.0,6.0,256.0,7.8,201.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
278,44.0,6.79,IPS LCD,FHD+,90.0,5000.0,Var,18.0,Yok,50.0,Yok,1080p (Full HD),30.0,8.0,8.0,12.0,278.5,4.0,128.0,8.17,198.5,Cam,Yok,Var,Var,Var,Var,5.3,Yok,Android,Var
279,50.0,4.7,IPS LCD,HD+,60.0,2018.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,5.0,1354000.0,4.0,64.0,7.3,144.0,Cam,Var,Var,Var,Var,Var,5.0,Var,iOS,Var
280,60.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,808.8,8.0,256.0,8.8,203.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
281,55.0,6.67,AMOLED,FHD+,120.0,5020.0,Var,33.0,Yok,108.0,Yok,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,417.8,8.0,128.0,8.1,193.0,Cam,Yok,Var,Var,Var,Var,5.1,Var,Android,Var
282,41.0,6.4,Super AMOLED,FHD+,60.0,4000.0,Var,15.0,Yok,25.0,Yok,1080p (Full HD),30.0,25.0,8.0,10.0,274.9,6.0,64.0,7.7,166.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Yok
283,82.0,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,Var,25.0,Var,200.0,Var,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,512.0,8.9,215.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
284,44.0,6.67,IPS LCD,HD+,120.0,5000.0,Var,18.0,Yok,48.0,Yok,1440p (Quad HD) 2K,30.0,8.0,8.0,12.0,249.2,4.0,128.0,7.8,192.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Var
285,50.0,6.78,IPS LCD,FHD+,90.0,5000.0,Var,18.0,Yok,64.0,Yok,1440p (Quad HD) 2K,30.0,13.0,8.0,12.0,283.3,8.0,256.0,7.7,188.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,,Var,Android,Var
286,43.0,6.67,IPS LCD,HD+,90.0,5100.0,Var,45.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,11.0,249.6,6.0,128.0,7.68,186.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
287,36.0,6.6,IPS LCD,HD+,90.0,5000.0,Yok,,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,28.0,154.1,4.0,128.0,8.6,199.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
288,84.0,6.7,OLED,FHD+,120.0,4441.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1740400.0,8.0,512.0,8.25,221.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
289,58.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,67.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,585.1,8.0,128.0,7.9,187.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
290,68.0,6.7,OLED,FHD+,60.0,4325.0,Var,20.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,,6.0,128.0,7.8,203.0,Cam,Var,Var,Var,Var,Var,5.3,Var,iOS,Var
291,69.0,6.8,Dynamic AMOLED,QHD+,60.0,4300.0,Var,45.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,10.0,8.0,7.0,743.4,12.0,256.0,7.9,198.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
293,57.0,6.78,AMOLED,FHD+,144.0,5200.0,Var,45.0,Var,50.0,Var,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,434.2,8.0,256.0,7.55,199.0,,Yok,Var,Var,Var,Var,5.4,Var,Android,Var
294,49.0,6.7,IPS LCD,HD+,120.0,5160.0,Var,45.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,8.0,8.0,12.0,280.3,8.0,256.0,7.7,188.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
295,48.0,6.7,Super AMOLED,FHD+,90.0,5000.0,Var,25.0,Yok,50.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,403.4,6.0,128.0,7.9,200.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.3,Var,Android,Var
296,45.0,6.6,PLS,FHD+,60.0,4050.0,Var,15.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,6.0,384.7,6.0,128.0,10.2,240.0,Plastik,Var,Var,Var,Var,Var,5.3,Var,Android,Var
298,62.0,6.4,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,5.0,623.5,8.0,256.0,8.2,202.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
299,46.0,6.53,IPS LCD,FHD+,60.0,6000.0,Var,18.0,Yok,48.0,Yok,1080p (Full HD),30.0,8.0,8.0,11.0,253.6,4.0,128.0,9.6,198.0,Plastik,Yok,Var,Var,Var,Var,5.0,,Android,Var
300,62.0,6.5,Super AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,743.1,6.0,128.0,8.4,190.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
301,66.0,6.7,Dynamic AMOLED,QHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,7.0,,8.0,128.0,7.8,186.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
303,79.0,6.67,AMOLED,QHD+,120.0,6000.0,Var,90.0,Yok,50.0,Var,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,2065300.0,12.0,512.0,8.12,206.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
304,75.0,6.45,OLED,FHD+,120.0,5110.0,Var,66.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,8.0,12.0,7.0,1321200.0,12.0,512.0,9.85,239.0,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
305,58.0,6.7,OLED,FHD+,120.0,5000.0,Var,100.0,Yok,50.0,Yok,2160p (Ultra HD) 4K,30.0,60.0,8.0,7.0,595.8,12.0,256.0,6.98,195.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
306,53.0,6.78,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,446.1,8.0,256.0,6.8,162.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
307,75.0,6.8,OLED,FHD+,120.0,5050.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,929.2,12.0,512.0,8.4,220.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
308,65.0,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740.8,8.0,256.0,8.2,213.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
309,48.0,6.78,IPS LCD,FHD+,120.0,5000.0,Var,20.0,Yok,64.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,412.6,8.0,256.0,8.3,198.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
310,75.0,6.6,Dynamic AMOLED,FHD+,120.0,4700.0,Var,45.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1515500.0,8.0,256.0,7.6,195.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
311,62.0,6.5,Super AMOLED,FHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,743.1,6.0,128.0,8.4,190.0,Polimer (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
312,66.0,6.7,Dynamic AMOLED,QHD+,120.0,4500.0,Var,25.0,Var,12.0,Var,4320p (Ultra HD) 8K,24.0,10.0,8.0,7.0,,8.0,128.0,7.8,186.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
313,38.0,4.7,IPS LCD,HD+,60.0,1821.0,Var,15.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,10.0,528.4,2.0,64.0,7.3,148.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
315,79.0,6.67,AMOLED,QHD+,120.0,6000.0,Var,90.0,Yok,50.0,Var,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,2065300.0,12.0,512.0,8.12,206.0,Cam,Var,Var,Var,Var,Var,5.4,Var,Android,Var
316,75.0,6.45,OLED,FHD+,120.0,5110.0,Var,66.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,8.0,12.0,7.0,1321200.0,12.0,512.0,9.85,239.0,Kauçuk/Plastik (Deri Görünümlü),Yok,Var,Var,Var,Var,5.2,Var,Android,Var
317,58.0,6.7,OLED,FHD+,120.0,5000.0,Var,100.0,Yok,50.0,Yok,2160p (Ultra HD) 4K,30.0,60.0,8.0,7.0,595.8,12.0,256.0,6.98,195.0,,Yok,Var,Var,Var,Var,5.2,Var,Android,Yok
318,53.0,6.78,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,13.0,8.0,6.0,446.1,8.0,256.0,6.8,162.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Var,Android,Var
319,75.0,6.8,OLED,FHD+,120.0,5050.0,Var,100.0,Var,50.0,Var,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,929.2,12.0,512.0,8.4,220.0,Cam,Yok,Var,Var,Var,Var,5.2,Var,Android,Var
320,65.0,6.6,Super AMOLED,FHD+,120.0,5000.0,Var,25.0,Yok,50.0,Var,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740.8,8.0,256.0,8.2,213.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
321,48.0,6.78,IPS LCD,FHD+,120.0,5000.0,Var,20.0,Yok,64.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,412.6,8.0,256.0,8.3,198.0,,Yok,Var,Var,Var,Var,5.0,Var,Android,Yok
322,75.0,6.6,Dynamic AMOLED,FHD+,120.0,4700.0,Var,45.0,Var,50.0,Var,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1515500.0,8.0,256.0,7.6,195.0,Cam,Var,Var,Var,Var,Var,5.3,Var,Android,Var
323,70.0,6.9,Dynamic AMOLED,QHD+,120.0,5000.0,Var,45.0,Var,108.0,Var,4320p (Ultra HD) 8K,24.0,40.0,8.0,7.0,728.9,12.0,128.0,8.8,220.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,Android,Var
324,43.0,6.1,IPS LCD,HD+,60.0,2942.0,Var,15.0,Var,12.0,Var,2160p (Ultra HD) 4K,60.0,7.0,6.0,7.0,736.8,3.0,64.0,8.3,194.0,Cam,Yok,Var,Var,Var,Var,5.0,Var,iOS,Var
325,37.0,6.3,IPS LCD,FHD+,60.0,3750.0,Var,18.0,Yok,20.0,Yok,1080p (Full HD),60.0,24.0,8.0,12.0,229.7,4.0,64.0,7.6,172.0,Cam,Yok,Var,Var,Var,Var,4.2,Var,Android,Yok
326,83.0,6.5,OLED,FHD+,120.0,3149.0,Var,20.0,Var,48.0,Var,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2123800.0,12.0,1.0,5.64,165.0,Cam,Var,Var,Var,Var,Var,6.0,Var,iOS,Var
328,37.0,6.74,IPS LCD,HD+,90.0,5000.0,Yok,,Yok,32.0,Yok,1080p (Full HD),30.0,5.0,8.0,12.0,252.6,4.0,128.0,7.84,187.0,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
329,42.0,6.74,IPS LCD,HD+,90.0,5000.0,Var,15.0,Yok,50.0,Yok,1080p (Full HD),30.0,5.0,8.0,12.0,263.6,8.0,256.0,7.84,188.0,Plastik (Cam Görünümlü),Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
330,50.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,364.8,8.0,128.0,7.85,183.5,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
331,53.0,6.78,IPS LCD,FHD+,120.0,5000.0,Var,68.0,Yok,50.0,Yok,1440p (Quad HD) 2K,30.0,16.0,8.0,6.0,464.2,8.0,256.0,9.0,220.0,,Var,Var,Var,Var,Var,5.0,Var,Android,Yok
333,49.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,33.0,Yok,50.0,Yok,1080p (Full HD),30.0,13.0,8.0,6.0,348.5,6.0,128.0,7.85,183.5,,Yok,Var,Var,Var,Var,5.0,Yok,Android,Var
334,69.0,6.67,AMOLED,FHD+,120.0,5000.0,Var,120.0,Yok,200.0,Var,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,1345300.0,12.0,256.0,8.6,205.0,Cam,Var,Var,Var,Var,Var,5.2,Var,Android,Var
